1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88
R_3oLcmpDpxiXNMUC,2/24/16 18:23,2/24/16 18:24,1,qBC3M3KQn9vNCcPqE,,,,,0,3,,,,,0,1,0,2,,,0,3,,,,,,,,,0,2,0,1,,,,,,,0,3,,,,,0,2,0,1,,,,,,,,,0,2,,,0,3,0,1,,,,,,,,,,,,,0,2,0,1,0,3,,,
R_3k7ILMD72l2xl0V,2/29/16 8:45,2/29/16 8:46,1,no24mX6RndnhrbK2G,,,0,3,,,,,,,0,2,0,1,,,0,1,,,0,2,,,,,0,3,,,,,0,2,,,,,,,,,0,3,0,1,,,0,3,0,1,,,,,,,,,0,2,,,0,2,0,3,,,,,,,,,0,1,,,,,
R_3p0kIiuLpIGM1sQ,2/29/16 10:01,2/29/16 10:03,1,MrGZ6mh63fudmqYDf,0,2,,,,,,,0,1,,,0,3,,,0,3,,,0,2,,,0,1,,,,,,,0,2,,,0,3,,,0,1,,,,,,,,,,,0,3,,,0,1,,,0,2,,,0,3,,,0,2,,,,,,,0,1,,,,,
R_2Cksl57Q29PhLhr,2/29/16 10:30,2/29/16 10:32,1,CLtNCJghz2jZqxeK9,0,3,,,0,2,,,,,,,0,1,,,,,0,3,0,2,,,,,,,0,1,,,0,3,,,0,2,,,,,,,0,1,,,0,2,,,0,3,,,,,,,0,1,,,0,3,,,0,2,,,,,,,0,1,,,,,
R_3smgZGZjMPQXqAr,2/29/16 10:41,2/29/16 10:44,1,YiHmJ4qLbxiwyjMFd,,,,,0,2,,,,,0,1,0,3,,,0,2,0,1,,,0,3,,,,,,,,,0,1,,,,,,,,,0,2,0,3,,,,,,,0,3,,,,,0,1,0,2,,,,,,,0,2,,,,,0,1,0,3,,,,,
R_ukrfrEbWhviM4Cd,2/29/16 11:22,2/29/16 11:25,1,B2ZCZF78M52DaYdRe,,,,,0,3,,,0,2,,,0,1,,,0,2,,,,,,,0,3,,,0,1,,,,,,,0,3,,,0,2,,,0,1,,,,,,,,,,,0,2,0,3,0,1,,,,,,,0,2,,,,,0,3,0,1,,,,,
R_2pY2BgwnMSEG3dk,2/29/16 15:04,2/29/16 15:07,1,yZoeMgzGtaMeqaFnP,,,0,3,0,2,,,,,,,0,1,,,,,,,0,2,0,3,,,,,0,1,,,0,2,0,1,,,,,,,,,0,3,,,,,,,0,2,,,,,0,3,0,1,,,,,0,3,0,2,,,,,,,0,1,,,,,
R_2s1rMcMFOchjtwY,2/29/16 22:08,2/29/16 22:09,1,YGJd65DmqYzQazNgB,0,1,,,0,2,,,,,,,0,3,,,0,1,0,2,0,3,,,,,,,,,,,,,0,3,0,1,,,,,,,0,2,,,,,,,0,1,,,0,3,,,0,2,,,,,,,0,1,,,0,2,,,0,3,,,,,
R_AutmSL5Kmoy6hnb,2/29/16 22:50,2/29/16 22:52,1,AwhQeCLDxEyvjTy3X,0,1,,,,,,,0,2,,,,,0,3,0,1,0,2,,,,,,,,,,,0,3,0,1,0,2,,,,,,,,,0,3,,,0,1,,,,,,,,,,,0,2,0,3,0,2,,,,,,,,,,,0,1,0,3,,,
R_2RQjgHLBdFOxTk4,3/1/16 11:29,3/1/16 11:30,1,za7LyLyEjai9LEXHc,0,2,,,,,,,,,,,0,1,0,3,0,2,0,1,0,3,,,,,,,,,,,0,2,0,1,0,3,,,,,,,,,,,0,2,,,,,,,,,,,0,1,0,3,,,,,0,2,,,,,,,0,1,0,3,,,
R_3Ja74QvPhMk4Fwb,3/1/16 13:33,3/1/16 13:34,1,Lcmknpky6pFHN3tQu,0,1,0,2,,,0,3,,,,,,,,,0,1,0,2,,,,,,,,,0,3,,,0,1,0,2,,,,,,,,,0,3,,,0,3,0,2,,,,,,,,,0,1,,,,,0,2,0,3,,,,,,,0,1,,,,,
R_3GpoHNNcOsKcS67,3/1/16 21:18,3/1/16 21:20,1,Bpj4sGSnkFdkCCxNf,,,,,0,2,,,,,0,1,0,3,,,,,,,0,2,,,,,0,1,0,3,,,,,,,0,2,,,,,0,1,0,3,,,,,,,0,2,,,,,0,1,0,3,,,,,,,0,2,,,,,0,1,0,3,,,,,
R_3nUZAOZMPt4GE4a,3/1/16 22:57,3/1/16 22:58,1,YM8venxunpNq9B2xq,0,2,0,1,,,,,,,,,,,0,3,,,0,2,0,3,,,,,,,,,0,1,,,0,2,0,3,,,,,,,,,0,1,0,1,0,2,0,3,,,,,,,,,,,0,1,0,2,0,3,,,,,,,,,,,,,
R_4TTnhgWudeUSaAx,3/2/16 9:55,3/2/16 9:57,1,LpifnQpyoAC96S573,,,0,2,0,3,,,,,,,0,1,,,0,3,,,0,1,,,,,,,0,2,,,0,2,0,3,,,,,,,,,0,1,,,,,0,2,0,3,,,,,,,0,1,,,,,0,3,0,2,,,,,,,0,1,,,,,
R_XHDcmP73td0NO81,3/2/16 10:14,3/2/16 10:16,1,2HF6FqEczphrX2Bid,,,,,,,,,0,2,,,0,1,0,3,,,0,2,,,,,,,,,0,1,0,3,,,,,,,,,0,3,,,0,1,0,2,,,,,,,,,0,3,,,0,1,0,2,,,,,,,,,0,3,,,0,1,0,2,,,
R_3F38QAqhnQEli4Z,3/2/16 10:23,3/2/16 10:25,1,pnco6QuR9SNdHu77x,0,1,,,0,2,,,,,,,0,3,,,0,1,0,2,,,,,,,,,,,0,3,0,1,0,2,,,,,,,,,,,0,3,0,1,,,0,2,,,,,,,0,3,,,0,1,,,0,2,,,,,,,0,3,,,,,
R_1hGYokXEzBwN8yO,3/2/16 18:20,3/2/16 18:21,1,AqpMTK8pfa3ZDgCnX,0,3,,,,,,,,,,,0,1,0,2,0,1,0,2,,,,,,,0,3,,,,,0,2,,,,,,,,,,,0,3,0,1,0,1,,,,,,,,,,,0,2,0,3,0,3,0,1,,,,,,,,,,,0,2,,,
R_21oH1whUJKrNYRY,3/3/16 5:47,3/3/16 5:49,1,RMo96PZASrs7J7ShD,0,1,,,,,,,0,2,,,0,3,,,0,1,0,2,,,,,,,,,,,0,3,0,1,0,2,0,3,,,,,,,,,,,0,1,,,0,3,,,,,,,0,2,,,0,1,,,0,3,,,,,,,0,2,,,,,
R_Y2YiaP39Uedbzvb,3/3/16 12:24,3/3/16 12:25,1,XgZraYjGuDarzP3r7,0,3,0,1,,,,,,,,,,,0,2,0,2,0,1,,,,,,,,,,,0,3,0,3,0,2,,,,,,,,,,,0,1,0,3,0,2,,,,,,,,,,,0,1,0,3,0,1,,,,,,,,,,,0,2,,,
R_2bWpFmg7L9B3uh6,3/3/16 12:40,3/3/16 12:41,1,PqWLTxemD9c69esfF,,,0,3,0,1,,,,,,,0,2,,,0,3,0,2,,,,,,,,,0,1,,,0,2,0,3,,,,,,,,,0,1,,,,,0,3,0,2,,,,,,,0,1,,,,,0,3,0,2,,,,,,,0,1,,,,,
R_2QxFBpWZJMXqGQB,3/3/16 13:24,3/3/16 13:25,1,8AFCu9YsQmR2WDkrk,,,,,,,,,0,2,,,0,1,0,3,0,2,0,1,0,3,,,,,,,,,,,0,2,0,1,,,,,,,,,0,3,,,,,0,2,,,,,,,,,0,1,0,3,,,,,0,3,,,0,2,,,0,1,,,,,
R_OCI1DQ5dAx3dnwd,3/5/16 6:21,3/5/16 6:22,1,ppT2KoixinaKc9zLD,,,,,0,2,,,,,,,0,1,0,3,0,3,,,0,2,,,,,,,0,1,,,0,1,,,0,3,,,,,,,0,2,,,,,,,0,2,,,,,,,0,1,0,3,,,,,0,2,,,,,,,0,1,0,3,,,
R_24BllDczMDuxIAk,3/5/16 23:40,3/5/16 23:41,1,zr6MbzW9igA4q3Bpk,,,,,0,2,0,3,,,,,0,1,,,0,2,0,1,,,,,,,,,0,3,,,0,1,0,2,,,,,,,,,0,3,,,,,,,0,2,,,,,,,0,1,0,3,,,,,,,0,3,,,,,0,1,0,2,,,
R_1CgzdrivBMxTwbK,3/6/16 3:53,3/6/16 3:54,1,XCDm5KKWWLKo82ig8,0,2,0,1,0,3,,,,,,,,,,,0,2,,,0,3,,,,,,,0,1,,,0,3,0,1,,,,,,,,,0,2,,,0,3,0,2,,,,,,,,,0,1,,,0,1,,,,,,,,,,,0,2,0,3,,,
R_qUuyXzCQCcTPs8p,3/6/16 4:42,3/6/16 4:43,1,5FeAYE9ht2bBCK8Lk,,,,,,,,,0,2,,,0,1,0,3,0,1,,,0,3,,,,,,,0,2,,,0,1,,,0,3,,,,,,,0,2,,,,,,,0,3,,,0,2,,,0,1,,,,,,,0,3,,,0,2,,,0,1,,,,,
R_3azwIgpQXwKYyoV,3/6/16 5:08,3/6/16 5:09,1,K3ZMCWFyEZDHrTyJs,0,2,,,,,,,,,,,0,1,0,3,0,1,0,2,,,,,,,,,0,3,,,0,1,0,2,,,,,,,,,0,3,,,,,0,2,,,,,,,,,0,1,0,3,,,0,2,,,,,,,,,0,1,0,3,,,
R_1loUO1z1UNDcU8V,3/6/16 17:52,3/6/16 17:53,1,NLM74X7BawyDFny4v,0,1,,,,,,,,,0,3,0,2,,,0,2,,,,,,,,,0,3,0,1,,,,,,,,,,,0,2,0,3,0,1,,,0,2,0,1,,,,,,,,,0,3,,,0,1,,,,,,,,,0,2,,,0,3,,,
R_1Oqaq7vvYFvtT7M,3/6/16 19:01,3/6/16 19:02,1,zBGtTaoT9NXXoiDCo,,,,,,,,,0,1,,,0,2,0,3,0,3,0,1,,,,,,,,,0,2,,,0,2,0,1,,,,,,,,,0,3,,,0,2,,,,,,,,,,,0,1,0,3,,,,,,,,,0,2,,,0,1,0,3,,,
R_vlFyoeqH9I1JBjX,3/6/16 23:00,3/6/16 23:01,1,trErkp8jGhzNAdEsC,,,0,3,0,2,,,,,,,0,1,,,,,0,3,0,1,,,,,,,0,2,,,0,1,,,0,2,,,,,,,0,3,,,,,0,3,0,2,,,,,,,0,1,,,,,0,3,0,1,,,,,,,0,2,,,,,
R_31d8jGKWoBtpDfB,3/7/16 9:31,3/7/16 9:33,1,5TdrRvXeviEEB2782,0,1,,,0,2,0,3,,,,,,,,,0,2,,,,,0,3,,,,,0,1,,,0,2,,,,,0,3,,,,,0,1,,,0,1,,,,,0,3,,,,,0,2,,,0,1,,,,,0,3,,,,,0,2,,,,,
